# 番号	時間(秒)	測定値(kgf)
279	7.44		5.398
280	7.46		5.406
281	7.49		5.41
282	7.52		5.416
283	7.54		5.432
284	7.57		5.436
285	7.59		5.444
286	7.62		5.456
287	7.65		5.464
288	7.67		5.474
289	7.7		5.48
290	7.72		5.49
291	7.75		5.504
292	7.78		5.52
293	7.8		5.524
294	7.83		5.53
295	7.85		5.538
296	7.88		5.54
297	7.9		5.544
298	7.93		5.554
299	7.96		5.564
300	7.99		5.568
301	8.01		5.582
302	8.04		5.592
303	8.06		5.598
304	8.09		5.602
305	8.12		5.6
306	8.14		5.6
307	8.17		5.598
308	8.19		5.596
309	8.22		5.598
310	8.25		5.602
311	8.27		5.602
312	8.3		5.606
313	8.33		5.616
314	8.35		5.618
315	8.38		5.616
316	8.4		5.622
317	8.43		5.632
318	8.46		5.636
319	8.48		5.654
320	8.51		5.676
321	8.54		5.688
322	8.57		5.706
323	8.59		5.724
324	8.62		5.738
325	8.65		5.742
326	8.67		5.744
327	8.7		5.748
328	8.73		5.75
329	8.75		5.752
330	8.78		5.746
331	8.8		5.734
332	8.83		5.734
333	8.86		5.73
334	8.88		5.718
335	8.91		5.73
336	8.94		5.74
337	8.96		5.75
338	8.99		5.778
339	9.01		5.798
340	9.04		5.8
341	9.07		5.808
342	9.09		5.824
343	9.12		5.836
344	9.15		5.85
345	9.17		5.868
346	9.2		5.892
347	9.23		5.896
348	9.26		5.914
349	9.28		5.944
350	9.31		5.95
351	9.34		5.964
352	9.36		5.978
353	9.39		5.976
354	9.41		5.972
355	9.44		5.966
356	9.46		5.966
357	9.49		5.96
358	9.52		5.956
359	9.54		5.976
360	9.57		5.988
361	9.6		5.984
362	9.62		5.992
363	9.65		6.008
364	9.68		6.006
365	9.71		6.008
366	9.73		6.024
367	9.76		6.028
368	9.79		6.032
369	9.81		6.056
370	9.84		6.076
371	9.87		6.086
372	9.89		6.096
373	9.92		6.12
374	9.95		6.13
375	9.97		6.126
376	10		6.142
377	10.03		6.158
378	10.05		6.146
379	10.08		6.144
380	10.1		6.144
381	10.13		6.104
382	10.16		6.078
383	10.18		6.096
384	10.21		6.098
385	10.24		6.072
386	10.26		6.09
387	10.29		6.108
388	10.32		5.15
389	10.35		4.38
390	10.37		2.818
391	10.4		1.022
392	10.42		0
